condition,rep,signal,label,kill_log,f_S,f_Z_MK,f_R_curve,f_rho_env,f_E_ratio,f_G_spec,f_Q_spec,f_K_01,f_PE,f_med_first,f_med_last,f_peak_period,f_MAD_dx
oscillation,4,individual_inter_event,null,null (no test triggered),-0.000014,-1.348019,1.207123,0.003484,1.055770,0.002203,0.909091,0.997786,0.998580,0.032144,-0.066912,500.000000,0.972842
oscillation,4,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.670976,3.227144,0.001321,1.030522,0.001772,38.951613,0.998436,0.571739,0.000000,0.000000,4.140787,1.000000
oscillation,4,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000008,0.709558,1.320327,0.000072,1.031567,0.018345,20.000000,0.998111,0.998915,0.022442,-0.039314,500.000000,0.948152
oscillation,4,composed,oscillatory,periodicity→oscillatory,-0.000014,-1.147048,1.280912,-0.000230,0.992437,0.057965,20.000000,0.998077,0.998674,0.068392,0.009607,500.000000,0.928813
oscillation,4,standardized_sum,oscillatory,periodicity→oscillatory,0.000007,0.607082,1.331760,-0.000690,0.971825,0.029611,20.000000,0.998709,0.998897,0.002355,0.050607,500.000000,0.937150
oscillation,5,individual_temperature,oscillatory,periodicity→oscillatory,-0.000004,-0.348475,1.242874,-0.000382,1.005336,0.007206,20.000000,0.998990,0.998773,0.000508,-0.038067,500.000000,0.949572
oscillation,5,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.327051,1.101932,-0.001394,0.988015,0.048574,20.000000,0.998454,0.990119,0.000000,0.000000,500.000000,1.011736
oscillation,5,individual_inter_event,null,null (no test triggered),0.000009,0.896688,1.486436,0.001653,1.003534,0.002881,4.000000,0.998690,0.998779,-0.104581,-0.075980,500.000000,0.981800
oscillation,5,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.066091,3.293135,-0.001490,0.960894,0.001549,32.596491,0.998821,0.569375,0.000000,0.000000,2.691066,1.000000
oscillation,5,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000004,0.327051,1.281027,0.001264,1.005004,0.020865,20.000000,0.996958,0.998540,0.023607,0.014366,500.000000,0.928826
oscillation,5,composed,oscillatory,periodicity→oscillatory,0.000000,0.032231,1.235185,0.002565,1.030688,0.066082,20.000000,0.998229,0.998909,0.040033,-0.112613,500.000000,0.937473
oscillation,5,standardized_sum,oscillatory,periodicity→oscillatory,-0.000001,-0.063893,1.280993,0.001478,1.036467,0.034043,20.000000,0.997861,0.998734,0.082693,0.066564,500.000000,0.941157
oscillation,6,individual_temperature,oscillatory,periodicity→oscillatory,-0.000006,-0.538260,1.277742,-0.002064,0.945079,0.007504,20.000000,0.998004,0.998824,0.007646,0.035641,500.000000,0.964778
oscillation,6,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.647466,1.580137,-0.000731,0.979239,0.050188,20.000000,0.997042,0.989434,0.000000,0.000000,500.000000,1.011736
oscillation,6,individual_inter_event,null,null (no test triggered),0.000001,0.112904,1.242829,0.000869,0.994964,0.002918,3.333333,0.998434,0.998611,0.039252,0.083391,500.000000,0.963449
oscillation,6,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.552764,3.351514,-0.001957,0.970143,0.002273,0.869565,0.998872,0.564302,0.000000,0.000000,500.000000,1.000000
oscillation,6,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000006,0.491619,1.314630,0.001815,1.037999,0.021564,20.000000,0.998819,0.998703,0.018966,0.004012,500.000000,0.953254
oscillation,6,composed,oscillatory,periodicity→oscillatory,-0.000008,-0.672493,1.309067,-0.001342,0.968788,0.069404,20.000000,0.998845,0.998753,0.033809,-0.029201,500.000000,0.944932
oscillation,6,standardized_sum,oscillatory,periodicity→oscillatory,-0.000008,-0.681404,1.318191,-0.000331,1.003407,0.037458,20.000000,0.997837,0.998818,0.009289,-0.048431,500.000000,0.923217
oscillation,7,individual_temperature,oscillatory,periodicity→oscillatory,-0.000004,-0.328189,1.313446,0.000016,0.999294,0.007240,20.000000,0.998649,0.998303,-0.002830,-0.031862,500.000000,0.961140
oscillation,7,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.645760,1.156648,-0.002802,0.972487,0.049754,20.000000,0.998434,0.987025,0.000000,0.000000,500.000000,1.011736
oscillation,7,individual_inter_event,oscillatory,periodicity→oscillatory,0.000005,0.510768,1.301289,0.002235,1.025188,0.005671,20.000000,0.998056,0.998591,-0.008351,0.012405,500.000000,0.966692
oscillation,7,individual_turbidity,oscillatory,periodicity→oscillatory,0.000000,-0.471048,3.314617,0.001083,1.020069,0.003007,20.000000,0.998611,0.567650,0.000000,0.000000,500.000000,1.000000
oscillation,7,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000005,0.439291,1.298283,0.000841,1.012816,0.019048,20.000000,0.998313,0.998998,0.016841,-0.002073,500.000000,0.962201
oscillation,7,composed,oscillatory,periodicity→oscillatory,-0.000008,-0.706904,1.311629,0.000436,0.999067,0.068711,20.000000,0.998672,0.999102,0.052403,-0.041264,500.000000,0.938772
oscillation,7,standardized_sum,oscillatory,periodicity→oscillatory,-0.000007,-0.612865,1.329707,0.001401,1.017825,0.033353,20.000000,0.998442,0.998843,0.028822,-0.068860,500.000000,0.948103
oscillation,8,individual_temperature,oscillatory,periodicity→oscillatory,-0.000002,-0.183812,1.271715,-0.000175,0.980616,0.004119,20.000000,0.998720,0.998557,0.002898,-0.045365,500.000000,0.948819
oscillation,8,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-2.287840,1.147328,0.001031,1.020227,0.042980,20.000000,0.997283,0.988173,0.000000,0.000000,500.000000,1.011736
oscillation,8,individual_inter_event,oscillatory,periodicity→oscillatory,0.000008,0.878392,1.246227,0.000341,0.991201,0.004683,20.000000,0.997962,0.998565,0.022624,0.078854,500.000000,0.989773
oscillation,8,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.551816,3.322261,0.000800,1.005721,0.002321,1.428571,0.998711,0.566629,0.000000,0.000000,500.000000,1.000000
oscillation,8,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000010,0.861708,1.254634,-0.000956,0.991586,0.016182,20.000000,0.998539,0.999197,-0.018186,0.031605,500.000000,0.966983
oscillation,8,composed,oscillatory,periodicity→oscillatory,-0.000022,-1.778399,1.278675,0.001013,0.995227,0.056053,20.000000,0.999132,0.998739,-0.000272,0.021777,500.000000,0.917490
oscillation,8,standardized_sum,oscillatory,periodicity→oscillatory,-0.000012,-1.015375,1.289987,0.002306,1.044151,0.026828,20.000000,0.998414,0.998725,0.019371,-0.012657,500.000000,0.945376
oscillation,9,individual_temperature,oscillatory,periodicity→oscillatory,0.000003,0.253393,1.352912,0.000855,1.027870,0.004576,20.000000,0.997694,0.999078,0.031104,0.033729,500.000000,0.957510
oscillation,9,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.976697,1.617348,0.001381,1.019333,0.047997,20.000000,0.996956,0.987798,0.000000,0.000000,500.000000,1.011736
oscillation,9,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000006,-0.713824,1.321271,0.001492,1.050139,0.006123,20.000000,0.998963,0.998955,0.042087,0.040851,500.000000,0.959577
oscillation,9,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.921525,3.383254,0.001295,1.028007,0.001774,73.176471,0.997868,0.561891,0.000000,0.000000,2.679528,1.000000
oscillation,9,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000009,0.775158,1.305425,-0.002839,0.949131,0.019922,20.000000,0.997741,0.998667,0.011059,0.012270,500.000000,0.945599
oscillation,9,composed,oscillatory,periodicity→oscillatory,-0.000003,-0.232159,1.330424,-0.000292,1.012296,0.062346,20.000000,0.998139,0.998519,0.008401,0.057710,500.000000,0.929345
oscillation,9,standardized_sum,oscillatory,periodicity→oscillatory,0.000007,0.554944,1.328816,0.000973,1.038222,0.026390,20.000000,0.997568,0.998897,0.008237,0.015297,500.000000,0.953485
oscillation,10,individual_temperature,oscillatory,periodicity→oscillatory,-0.000011,-1.001060,1.262657,0.000228,1.014625,0.005213,20.000000,0.998554,0.998926,0.052565,-0.036146,500.000000,0.935710
oscillation,10,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.652585,1.157826,-0.001274,0.993270,0.049988,20.000000,0.996446,0.989422,0.000000,0.000000,500.000000,1.011736
oscillation,10,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000010,-1.033671,1.231419,-0.001040,0.976382,0.006547,20.000000,0.998350,0.998688,0.005957,0.032131,500.000000,0.967954
oscillation,10,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.199264,3.310257,0.001163,1.009279,0.001418,0.478873,0.998406,0.571053,0.000000,0.000000,147.058824,1.000000
oscillation,10,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000002,0.185708,1.327035,0.001431,1.020476,0.016439,20.000000,0.998613,0.998903,-0.014913,-0.023300,500.000000,0.960380
oscillation,10,composed,oscillatory,periodicity→oscillatory,-0.000011,-0.889199,1.262253,-0.001163,0.977974,0.063274,20.000000,0.998138,0.998790,0.088058,-0.060549,500.000000,0.921755
oscillation,10,standardized_sum,oscillatory,periodicity→oscillatory,-0.000001,-0.072520,1.284866,-0.000339,0.987126,0.026006,20.000000,0.997964,0.998639,0.074435,-0.054903,500.000000,0.956210
oscillation,11,individual_temperature,oscillatory,periodicity→oscillatory,0.000015,1.290856,1.326264,0.000075,1.003601,0.003182,10.000000,0.997092,0.998529,-0.017940,0.008289,500.000000,0.931857
oscillation,11,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.699131,1.175429,0.000538,1.011537,0.049252,20.000000,0.997891,0.989953,0.000000,0.000000,500.000000,1.011736
