condition,rep,signal,label,kill_log,f_S,f_Z_MK,f_R_curve,f_rho_env,f_E_ratio,f_G_spec,f_Q_spec,f_K_01,f_PE,f_med_first,f_med_last,f_peak_period,f_MAD_dx
null,82,individual_dissolved_oxygen,null,null (no test triggered),0.000005,0.408956,1.283057,-0.001883,0.980860,0.001836,12.647059,0.998131,0.998931,0.022669,0.000939,15.503876,0.964908
null,82,composed,null,null (no test triggered),0.000001,0.050243,1.291262,-0.000526,1.018707,0.001686,0.472973,0.997808,0.998761,-0.027506,-0.061517,285.714286,0.962223
null,82,standardized_sum,null,null (no test triggered),-0.000000,-0.002844,1.308848,-0.000466,1.009928,0.001969,89.558140,0.998393,0.998772,0.035228,-0.040922,2.596728,0.955696
null,83,individual_temperature,null,null (no test triggered),0.000010,0.793454,1.311704,-0.000096,0.994042,0.002278,119.625000,0.998041,0.999151,0.032511,0.001487,10.449321,0.953920
null,83,individual_fish_count,null,null (no test triggered),0.000000,0.360799,1.153652,0.000004,0.995245,0.001793,23.830508,0.998547,0.988321,0.000000,0.000000,7.112376,1.011736
null,83,individual_inter_event,null,null (no test triggered),-0.000009,-1.010919,1.189927,0.003221,1.061376,0.001650,2.367089,0.998848,0.998823,-0.013113,-0.037190,53.475936,0.973656
null,83,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.309513,3.314720,0.000840,1.003322,0.002092,68.884615,0.997929,0.566970,0.000000,0.000000,5.583473,1.000000
null,83,individual_dissolved_oxygen,null,null (no test triggered),0.000010,0.866732,1.274486,-0.002151,0.966459,0.001967,89.054054,0.997992,0.998708,0.011315,0.040509,3.034901,0.947596
null,83,composed,null,null (no test triggered),0.000012,1.024096,1.271206,-0.000059,0.997222,0.002145,117.419355,0.998822,0.999067,0.011682,0.058067,2.747253,0.949515
null,83,standardized_sum,null,null (no test triggered),0.000008,0.693348,1.231189,-0.000458,1.009931,0.001828,88.913043,0.998414,0.998964,0.011516,0.103411,2.444988,0.943307
null,84,individual_temperature,null,null (no test triggered),-0.000000,-0.006731,1.317995,-0.000783,0.986121,0.001546,35.415094,0.998323,0.998790,0.017619,-0.001446,2.663825,0.935649
null,84,individual_fish_count,null,null (no test triggered),0.000000,-0.018675,1.531568,-0.001239,0.994850,0.001743,50.637931,0.996753,0.988105,0.000000,0.000000,3.404835,1.011736
null,84,individual_inter_event,null,null (no test triggered),-0.000001,-0.143713,1.368095,0.001158,0.973117,0.001587,7.866667,0.996948,0.998978,-0.063002,-0.030253,14.124294,0.961035
null,84,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.090247,3.326688,-0.000091,0.997488,0.001891,78.102564,0.998021,0.566061,0.000000,0.000000,3.282994,1.000000
null,84,individual_dissolved_oxygen,null,null (no test triggered),-0.000011,-0.911287,1.275639,-0.000118,0.997302,0.001830,90.265306,0.996182,0.998774,-0.005335,-0.061700,2.260909,0.956717
null,84,composed,null,null (no test triggered),-0.000006,-0.542241,1.275448,-0.002367,0.982039,0.001844,53.920000,0.997749,0.998673,0.049084,-0.058435,3.709199,0.961137
null,84,standardized_sum,null,null (no test triggered),0.000001,0.053750,1.286472,-0.000619,0.990036,0.002025,107.233333,0.997432,0.998658,0.054263,-0.006142,3.108486,0.954371
null,85,individual_temperature,null,null (no test triggered),-0.000012,-1.034524,1.288262,-0.000530,1.002748,0.001697,17.305556,0.997275,0.999121,0.027646,0.031866,8.025682,0.956179
null,85,individual_fish_count,null,null (no test triggered),0.000000,-0.385257,1.126523,0.001561,1.025550,0.002012,140.645161,0.997802,0.989893,0.000000,0.000000,2.293578,1.011736
null,85,individual_inter_event,null,null (no test triggered),0.000005,0.503848,1.287369,0.001881,1.024940,0.001817,4.819672,0.998586,0.998823,-0.004887,0.036819,34.013605,0.946566
null,85,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.656472,3.317890,0.000197,0.987829,0.001994,22.566667,0.997759,0.566137,0.000000,0.000000,14.771049,1.000000
null,85,individual_dissolved_oxygen,null,null (no test triggered),-0.000001,-0.060576,1.326336,-0.001443,0.986505,0.001543,42.153153,0.999041,0.998906,0.002133,-0.030910,2.137209,0.942356
null,85,composed,null,null (no test triggered),-0.000009,-0.735722,1.307400,0.000145,1.010549,0.002421,459.500000,0.997870,0.998714,-0.000949,-0.018858,3.627131,0.955255
null,85,standardized_sum,null,null (no test triggered),-0.000010,-0.793359,1.312834,0.000044,0.992026,0.002114,62.076923,0.998297,0.998611,0.008930,-0.087138,6.195787,0.941760
null,86,individual_temperature,null,null (no test triggered),0.000010,0.802934,1.273374,0.000591,1.013458,0.001625,24.989130,0.998436,0.998944,-0.045729,0.009886,4.349717,0.960534
null,86,individual_fish_count,null,null (no test triggered),0.000000,1.238907,1.577902,0.000755,1.004266,0.001805,5.362069,0.997920,0.989399,0.000000,0.000000,32.154341,1.011736
null,86,individual_inter_event,null,null (no test triggered),-0.000005,-0.539113,1.240022,0.000565,1.001482,0.002881,354.000000,0.998327,0.998677,-0.040582,-0.037230,5.649718,0.994798
null,86,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.167904,3.245772,0.001291,1.015294,0.001910,133.571429,0.998320,0.575776,0.000000,0.000000,2.139037,1.000000
null,86,individual_dissolved_oxygen,null,null (no test triggered),0.000004,0.376630,1.310005,0.000464,1.007454,0.001693,53.160000,0.996408,0.998654,0.030990,-0.019629,2.508151,0.966758
null,86,composed,null,null (no test triggered),0.000013,1.130933,1.305398,-0.000220,0.980567,0.001704,23.714286,0.998576,0.998963,0.027987,-0.006139,6.024096,0.970063
null,86,standardized_sum,null,null (no test triggered),0.000011,0.929583,1.292622,0.000804,0.984040,0.002019,50.303030,0.998064,0.998889,0.000082,-0.050244,6.024096,0.959516
null,87,individual_temperature,null,null (no test triggered),0.000010,0.826538,1.275240,0.000460,1.025726,0.001566,38.495050,0.997669,0.998882,0.013962,0.024623,2.572016,0.958521
null,87,individual_fish_count,null,null (no test triggered),0.000000,-0.143808,1.141860,-0.000943,0.995564,0.003006,991.000000,0.998422,0.989199,0.000000,0.000000,3.363606,1.011736
null,87,individual_inter_event,null,null (no test triggered),-0.000003,-0.325155,1.375132,0.001596,1.035985,0.001610,46.211111,0.997377,0.998549,-0.033268,-0.005321,2.404424,0.977108
null,87,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.234624,3.304001,-0.001246,0.976600,0.002019,62.511628,0.998480,0.569673,0.000000,0.000000,3.720238,1.000000
null,87,individual_dissolved_oxygen,null,null (no test triggered),0.000005,0.444979,1.274748,-0.000741,1.002133,0.001522,41.208696,0.998622,0.998992,0.046552,-0.047188,2.110150,0.974168
null,87,composed,null,null (no test triggered),0.000002,0.161061,1.275501,0.000539,1.013647,0.001707,45.909091,0.997212,0.999063,0.006251,0.000804,2.475248,0.974030
null,87,standardized_sum,null,null (no test triggered),0.000004,0.293493,1.309119,0.001233,1.012617,0.001964,54.875000,0.998128,0.998649,0.024790,-0.025519,4.555809,0.941161
null,88,individual_temperature,null,null (no test triggered),-0.000019,-1.601412,1.309631,0.000369,1.010433,0.001749,61.433962,0.998228,0.998707,0.012077,-0.004331,3.071253,0.958025
null,88,individual_fish_count,null,null (no test triggered),0.000000,-0.617889,1.133006,-0.000191,0.997497,0.001874,20.326087,0.997079,0.989467,0.000000,0.000000,10.695187,1.011736
null,88,individual_inter_event,null,null (no test triggered),0.000014,1.589942,1.354651,-0.002405,0.971082,0.001645,6.986486,0.997595,0.998958,-0.057019,0.012305,19.342360,0.976752
null,88,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.650043,3.252882,-0.002246,0.966894,0.002121,59.000000,0.997503,0.572243,0.000000,0.000000,6.779661,1.000000
null,88,individual_dissolved_oxygen,null,null (no test triggered),-0.000003,-0.243629,1.295298,-0.000375,0.991057,0.001909,62.980392,0.997965,0.998434,0.013730,-0.052077,3.113325,0.946899
null,88,composed,null,null (no test triggered),-0.000018,-1.598379,1.293477,-0.000309,1.003024,0.002360,179.000000,0.996815,0.998687,0.092029,-0.057790,3.286231,0.971018
null,88,standardized_sum,null,null (no test triggered),-0.000037,-3.136750,1.354298,-0.000953,0.994089,0.002215,248.842105,0.997360,0.998808,0.080838,-0.009976,2.115059,0.939125
null,89,individual_temperature,null,null (no test triggered),-0.000018,-1.536760,1.238822,-0.002019,0.963253,0.001784,14.381818,0.997997,0.999029,-0.019578,-0.052073,12.642225,0.941455
null,89,individual_fish_count,null,null (no test triggered),0.000000,1.418264,1.152630,0.000054,0.994594,0.002597,220.777778,0.997791,0.987775,0.000000,0.000000,5.032713,1.011736
null,89,individual_inter_event,null,null (no test triggered),0.000001,0.050527,1.304773,-0.002064,0.997199,0.001753,50.590909,0.998727,0.998702,0.040812,-0.014498,2.994909,0.961674
null,89,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.666046,3.414160,0.001057,1.025229,0.001785,80.245614,0.997842,0.562320,0.000000,0.000000,2.186270,1.000000
null,89,individual_dissolved_oxygen,null,null (no test triggered),0.000029,2.429278,1.279008,0.001343,1.002670,0.001813,39.600000,0.998118,0.998754,-0.026924,0.061259,4.208754,0.951948
null,89,composed,null,null (no test triggered),0.000014,1.238528,1.310568,0.000334,1.004065,0.001711,34.788732,0.997791,0.998484,0.024545,0.020040,4.048583,0.956886
null,89,standardized_sum,null,null (no test triggered),0.000015,1.285452,1.293441,0.000132,1.006847,0.001678,62.746479,0.997580,0.998810,0.001499,0.037077,2.244669,0.947896
null,90,individual_temperature,null,null (no test triggered),-0.000016,-1.325836,1.264514,0.000611,1.019154,0.001693,53.928571,0.998978,0.998965,0.026807,-0.018924,2.649007,0.935297
null,90,individual_fish_count,null,null (no test triggered),0.000000,0.747667,1.147327,0.001120,1.026757,0.001693,3.144928,0.999021,0.989774,0.000000,0.000000,46.082949,1.011736
null,90,individual_inter_event,null,null (no test triggered),-0.000005,-0.484225,1.202081,0.004366,1.038402,0.001542,27.426357,0.999233,0.998801,0.006908,0.014434,2.826456,0.973925
null,90,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.510673,3.330168,-0.001055,0.982225,0.001820,5.250000,0.997068,0.565032,0.000000,0.000000,34.013605,1.000000
null,90,individual_dissolved_oxygen,null,null (no test triggered),0.000005,0.428579,1.286423,-0.000473,0.985857,0.001654,39.317647,0.997449,0.999129,0.016438,0.024401,2.992220,0.947002
null,90,composed,null,null (no test triggered),-0.000009,-0.732784,1.301088,0.001111,1.019690,0.002038,101.652174,0.996978,0.998554,0.038712,0.044664,4.277160,0.942438
null,90,standardized_sum,null,null (no test triggered),-0.000001,-0.068539,1.261286,0.000457,0.999020,0.001665,16.246575,0.998288,0.998714,0.009839,0.031497,8.431703,0.974992
null,91,individual_temperature,null,null (no test triggered),-0.000003,-0.260029,1.280187,0.001358,0.995937,0.001734,17.573333,0.996863,0.998789,-0.002287,0.043551,7.587253,0.951735
null,91,individual_fish_count,null,null (no test triggered),0.000000,-0.769281,1.152891,-0.000601,0.980349,0.001762,25.631579,0.997491,0.987830,0.000000,0.000000,6.844627,1.011736
null,91,individual_inter_event,null,null (no test triggered),0.000003,0.295483,1.296131,-0.003179,0.967523,0.002113,16.150000,0.998988,0.998857,-0.066854,0.033741,30.959752,0.967855
null,91,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.844929,3.368353,-0.000838,0.970290,0.001934,62.868421,0.997311,0.564513,0.000000,0.000000,4.185852,1.000000
null,91,individual_dissolved_oxygen,null,null (no test triggered),-0.000005,-0.446401,1.293638,0.000464,1.004930,0.001911,87.232143,0.998550,0.998469,-0.018885,0.014976,2.047083,0.929983
null,91,composed,null,null (no test triggered),0.000003,0.212251,1.298706,0.000577,1.007746,0.001721,70.800000,0.997883,0.998908,0.009227,0.000678,2.017756,0.932179
null,91,standardized_sum,null,null (no test triggered),-0.000007,-0.604807,1.323284,-0.000110,0.991023,0.001797,3.460317,0.997556,0.999194,0.054248,0.000186,45.871560,0.957297
null,92,individual_temperature,null,null (no test triggered),0.000006,0.569732,1.288770,0.001522,1.017060,0.002272,163.947368,0.998634,0.998549,-0.025461,0.007982,3.210273,0.970438
null,92,individual_fish_count,null,null (no test triggered),0.000000,0.222395,1.158223,-0.001265,0.996103,0.001930,50.720930,0.998459,0.987898,0.000000,0.000000,4.585053,1.011736
null,92,individual_inter_event,null,null (no test triggered),-0.000013,-1.355223,1.203105,0.004074,1.069793,0.001615,17.645570,0.998414,0.999070,0.082864,0.044919,7.173601,0.971633
null,92,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.942381,3.367066,0.001257,1.016104,0.001708,33.046875,0.998079,0.564558,0.000000,0.000000,4.728132,1.000000
null,92,individual_dissolved_oxygen,null,null (no test triggered),0.000015,1.266872,1.280641,-0.001459,0.988226,0.001885,71.577778,0.998160,0.998837,0.014788,0.051520,3.104626,0.955306
null,92,composed,null,null (no test triggered),0.000013,1.155201,1.250197,-0.000720,0.980417,0.001917,7.812500,0.998917,0.998788,0.011881,0.075012,26.666667,0.970707
null,92,standardized_sum,null,null (no test triggered),0.000027,2.297888,1.227767,0.000233,0.997548,0.001867,11.755102,0.997368,0.998936,-0.037877,0.085482,17.361111,0.950872
null,93,individual_temperature,null,null (no test triggered),0.000011,0.975655,1.364746,-0.001085,0.983304,0.001552,29.940171,0.997867,0.999035,0.034948,-0.011132,2.854696,0.962856
null,93,individual_fish_count,null,null (no test triggered),0.000000,-0.552005,1.111977,-0.001664,0.981166,0.001889,42.589744,0.998104,0.988772,0.000000,0.000000,6.020470,1.011736
null,93,individual_inter_event,null,null (no test triggered),-0.000022,-2.505874,1.275325,0.002915,1.012214,0.001997,7.222222,0.998408,0.998816,0.007046,-0.070277,38.461538,0.969934
null,93,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.562054,3.410743,0.001585,1.015721,0.001926,38.966667,0.998355,0.561342,0.000000,0.000000,8.554320,1.000000
null,93,individual_dissolved_oxygen,null,null (no test triggered),-0.000006,-0.490102,1.301470,-0.000672,0.997014,0.001665,30.515152,0.998440,0.998577,0.061285,-0.000395,4.965243,0.961376
null,93,composed,null,null (no test triggered),0.000007,0.580729,1.348373,-0.002508,0.971378,0.001891,32.803571,0.998141,0.998773,-0.045201,0.004463,5.443658,0.965974
null,93,standardized_sum,null,null (no test triggered),0.000022,1.945147,1.328197,-0.000101,0.990491,0.001622,24.166667,0.998977,0.998557,-0.037564,-0.033579,4.926108,0.929833
null,94,individual_temperature,null,null (no test triggered),0.000001,0.117549,1.212837,0.000986,1.011253,0.001715,17.314286,0.997520,0.999208,0.013464,-0.024398,8.250825,0.954843
null,94,individual_fish_count,null,null (no test triggered),0.000000,0.032800,1.172242,-0.000093,0.994142,0.001694,29.424658,0.997120,0.988194,0.000000,0.000000,4.655493,1.011736
null,94,individual_inter_event,null,null (no test triggered),0.000004,0.416634,1.233692,0.000252,0.978507,0.001678,53.943820,0.998238,0.998324,0.000836,-0.047138,2.082899,0.986970
null,94,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.512664,3.406086,0.000361,1.022933,0.002252,31.700000,0.998604,0.563015,0.000000,0.000000,15.772871,1.000000
null,94,individual_dissolved_oxygen,null,null (no test triggered),-0.000001,-0.085507,1.295939,0.000707,1.010488,0.001457,6.576642,0.998564,0.998763,-0.090420,0.011212,11.098779,0.950725
null,94,composed,null,null (no test triggered),-0.000000,-0.040099,1.214286,0.000926,1.033048,0.001634,42.812500,0.997950,0.998664,0.022738,-0.017940,2.919708,0.954496
null,94,standardized_sum,null,null (no test triggered),-0.000003,-0.278325,1.250881,0.001629,1.044510,0.001487,0.992248,0.998521,0.998968,-0.040537,0.006423,78.125000,0.959568
null,95,individual_temperature,null,null (no test triggered),0.000013,1.096142,1.306401,0.000326,1.000206,0.001690,51.970588,0.998975,0.998935,0.057630,0.024426,2.829655,0.932635
null,95,individual_fish_count,null,null (no test triggered),0.000000,0.349234,1.174926,0.002264,1.037969,0.001482,33.271318,0.998265,0.988919,0.000000,0.000000,2.329916,1.011736
null,95,individual_inter_event,null,null (no test triggered),0.000007,0.743496,1.231863,-0.001611,0.981962,0.002223,84.857143,0.998387,0.998409,-0.081439,0.059616,5.611672,0.963755
null,95,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.811371,3.361543,0.003639,1.062319,0.002281,215.142857,0.998414,0.567442,0.000000,0.000000,2.213369,1.000000
null,95,individual_dissolved_oxygen,null,null (no test triggered),0.000022,1.849023,1.353802,0.001238,1.009881,0.001659,15.900000,0.998173,0.998666,-0.057708,-0.004328,8.984726,0.960555
null,95,composed,null,null (no test triggered),0.000017,1.490689,1.308626,0.001351,1.011097,0.001750,28.321429,0.997773,0.998716,0.013575,0.054642,6.305170,0.955392
null,95,standardized_sum,null,null (no test triggered),0.000004,0.370184,1.285111,-0.001411,0.965834,0.001691,16.635135,0.997220,0.998175,0.007888,0.062808,8.123477,0.949349
null,96,individual_temperature,null,null (no test triggered),-0.000001,-0.074416,1.336906,-0.000341,1.006748,0.001585,27.373737,0.996367,0.998770,-0.000998,0.013266,3.690037,0.973184
null,96,individual_fish_count,null,null (no test triggered),0.000000,0.868060,1.148017,-0.001178,0.977246,0.001987,82.586207,0.998084,0.989666,0.000000,0.000000,4.175365,1.011736
null,96,individual_inter_event,null,null (no test triggered),-0.000002,-0.194240,1.367595,-0.003105,0.979860,0.001619,67.405405,0.997404,0.998564,-0.024448,-0.026284,2.004812,0.971604
null,96,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.529443,3.334225,-0.002955,0.948843,0.001983,34.061224,0.997858,0.570694,0.000000,0.000000,5.991612,1.000000
null,96,individual_dissolved_oxygen,null,null (no test triggered),0.000006,0.601300,1.234355,-0.001083,0.987333,0.001751,40.215385,0.998373,0.998690,-0.002490,0.060602,3.825555,0.972551
null,96,composed,null,null (no test triggered),0.000007,0.618174,1.300865,-0.001314,0.996428,0.001845,66.301887,0.998304,0.998637,0.017794,-0.045793,2.845760,0.951876
null,96,standardized_sum,null,null (no test triggered),0.000003,0.265812,1.310674,-0.002370,0.961893,0.001580,29.456522,0.998777,0.999005,0.086047,-0.036127,3.690037,0.962261
null,97,individual_temperature,null,null (no test triggered),0.000004,0.330084,1.304269,-0.000465,0.989871,0.001880,53.923077,0.997583,0.998664,-0.041917,0.019296,3.566334,0.960747
null,97,individual_fish_count,null,null (no test triggered),0.000000,0.346484,1.095641,-0.001393,0.970616,0.002355,55.588235,0.998090,0.987879,0.000000,0.000000,10.582011,1.011736
null,97,individual_inter_event,null,null (no test triggered),-0.000017,-1.752803,1.317563,-0.001340,0.949918,0.001612,22.831579,0.996787,0.998761,0.001180,-0.049720,4.610420,0.980430
null,97,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.016133,3.328328,-0.003312,0.978019,0.001613,24.670886,0.998321,0.568883,0.000000,0.000000,5.130836,1.000000
null,97,individual_dissolved_oxygen,null,null (no test triggered),0.000012,0.997079,1.285992,-0.001210,0.997909,0.001624,0.511111,0.997871,0.998892,-0.053307,0.030020,217.391304,0.929121
null,97,composed,null,null (no test triggered),0.000004,0.390470,1.288335,-0.000772,0.978862,0.001645,61.883117,0.997306,0.998724,-0.001433,-0.014867,2.098636,0.946382
null,97,standardized_sum,null,null (no test triggered),0.000006,0.506787,1.335863,-0.001823,0.964005,0.001584,8.915789,0.996723,0.998945,0.023001,0.035149,11.806375,0.936102
null,98,individual_temperature,null,null (no test triggered),-0.000003,-0.234434,1.318526,-0.000609,0.993940,0.001557,12.541667,0.997881,0.998734,-0.046800,0.023393,8.305648,0.949579
null,98,individual_fish_count,null,null (no test triggered),0.000000,0.556081,1.524554,0.000822,1.012524,0.001878,106.369565,0.998922,0.988178,0.000000,0.000000,2.043736,1.011736
null,98,individual_inter_event,null,null (no test triggered),-0.000004,-0.427821,1.214757,0.001140,0.967452,0.001678,4.020833,0.998581,0.998827,0.033059,-0.055738,25.906736,0.975295
null,98,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.289037,3.278700,0.000000,1.001685,0.001900,13.440000,0.998700,0.570418,0.000000,0.000000,14.880952,1.000000
null,98,individual_dissolved_oxygen,null,null (no test triggered),-0.000018,-1.465378,1.269208,0.000173,0.991939,0.002465,220.400000,0.998090,0.998891,0.018263,-0.068694,4.537205,0.954629
null,98,composed,null,null (no test triggered),-0.000011,-1.008075,1.321665,0.000388,0.996418,0.001928,116.250000,0.997116,0.998951,0.027945,-0.038509,2.150538,0.945097
null,98,standardized_sum,null,null (no test triggered),-0.000009,-0.736007,1.317829,0.000798,1.008611,0.001707,4.838235,0.998996,0.999070,-0.018034,-0.069955,30.395137,0.943966
null,99,individual_temperature,null,null (no test triggered),0.000008,0.731267,1.279729,-0.000820,0.997042,0.002296,178.666667,0.998150,0.999062,-0.014871,-0.062530,2.332090,0.939564
null,99,individual_fish_count,null,null (no test triggered),0.000000,0.666520,1.132078,0.001377,1.042580,0.002547,339.272727,0.999130,0.989138,0.000000,0.000000,2.679528,1.011736
null,99,individual_inter_event,null,null (no test triggered),0.000015,1.505572,1.317593,-0.000558,0.946905,0.001462,6.773050,0.998443,0.998916,-0.077609,-0.005822,10.471204,0.970158
null,99,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.516835,3.324660,-0.001383,0.985944,0.002021,17.533333,0.998028,0.567595,0.000000,0.000000,19.011407,1.000000
null,99,individual_dissolved_oxygen,null,null (no test triggered),-0.000005,-0.491240,1.296857,-0.000280,1.008312,0.001608,49.580000,0.999031,0.998664,0.038925,-0.097642,2.016942,0.957049
null,99,composed,null,null (no test triggered),0.000012,1.050071,1.325629,0.000995,1.034856,0.001502,1.504425,0.999024,0.998535,-0.061684,-0.017655,58.823529,0.954537
null,99,standardized_sum,null,null (no test triggered),0.000007,0.601963,1.269371,0.000434,1.015374,0.001818,44.347826,0.997525,0.998697,-0.004367,0.007254,4.901961,0.954563
divergence,0,individual_temperature,null,null (no test triggered),0.000167,13.305760,1.102304,0.001075,1.032750,0.101102,1.000000,0.997933,0.998703,-0.547680,0.649717,10000.000000,0.834468
divergence,0,individual_fish_count,divergent,monotone→curvature→divergent,0.000529,30.098262,1.270320,0.036837,1.802817,0.392231,1.000000,0.995448,0.988275,-0.843113,1.517604,10000.000000,0.505868
divergence,0,individual_inter_event,null,null (no test triggered),0.000115,10.411596,1.022565,-0.080872,0.277402,0.082998,1.000000,0.996034,0.998905,-1.147472,0.457320,10000.000000,0.916403
divergence,0,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.933540,1.512385,0.026088,1.530568,0.024378,1.000000,0.997316,0.567403,0.000000,0.000000,10000.000000,1.000000
divergence,0,individual_dissolved_oxygen,null,null (no test triggered),0.000300,21.032125,1.063603,-0.000286,1.000347,0.256828,1.000000,0.997761,0.999058,-0.967333,0.976192,10000.000000,0.694841
divergence,0,composed,divergent,monotone→curvature→divergent,0.000600,31.288348,1.285849,0.012751,1.253926,0.428951,1.000000,0.994461,0.998615,-1.068311,1.397969,10000.000000,0.452684
divergence,0,standardized_sum,null,null (no test triggered),0.000332,22.313786,1.085253,0.010501,1.353661,0.263667,1.000000,0.996963,0.998724,-0.779346,1.218926,10000.000000,0.679017
divergence,1,individual_temperature,null,null (no test triggered),0.000142,11.538452,1.059106,-0.004060,1.037128,0.089297,1.000000,0.998998,0.998768,-0.584913,0.620692,10000.000000,0.879569
divergence,1,individual_fish_count,divergent,monotone→curvature→divergent,0.000505,28.880021,1.286081,0.037902,1.861625,0.408692,1.000000,0.996052,0.986799,-0.843113,1.517604,10000.000000,0.505868
divergence,1,individual_inter_event,null,null (no test triggered),0.000135,12.573924,1.025064,-0.079093,0.287798,0.084668,1.000000,0.998263,0.998697,-0.951972,0.465883,10000.000000,0.916447
divergence,1,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,6.409819,1.512153,0.028600,1.586886,0.026979,1.000000,0.997849,0.566355,0.000000,0.000000,10000.000000,1.000000
divergence,1,individual_dissolved_oxygen,null,null (no test triggered),0.000305,22.003040,1.065981,-0.003306,1.003194,0.261151,1.000000,0.997320,0.998965,-0.986933,0.956067,10000.000000,0.713116
divergence,1,composed,divergent,monotone→curvature→divergent,0.000584,30.475271,1.324088,0.013622,1.313245,0.435791,1.000000,0.997370,0.998853,-1.016631,1.408765,10000.000000,0.449844
divergence,1,standardized_sum,null,null (no test triggered),0.000321,21.712865,1.085510,0.009961,1.392900,0.267208,1.000000,0.997741,0.998770,-0.803277,1.269583,10000.000000,0.702071
divergence,2,individual_temperature,null,null (no test triggered),0.000161,12.709769,1.075277,0.001673,1.019664,0.097904,1.000000,0.998719,0.998732,-0.618700,0.676745,10000.000000,0.870682
divergence,2,individual_fish_count,divergent,monotone→curvature→divergent,0.000501,28.978326,1.323214,0.037409,1.816507,0.400436,1.000000,0.995935,0.989804,-0.843113,1.517604,10000.000000,0.505868
divergence,2,individual_inter_event,null,null (no test triggered),0.000148,12.180705,1.025634,-0.076012,0.296845,0.082102,1.000000,0.998394,0.998293,-1.053375,0.430102,10000.000000,0.937553
divergence,2,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.958187,1.503636,0.024881,1.530328,0.022849,1.000000,0.997761,0.569254,0.000000,0.000000,10000.000000,1.000000
divergence,2,individual_dissolved_oxygen,null,null (no test triggered),0.000312,22.047690,1.067602,0.000317,0.992709,0.256225,1.000000,0.997907,0.998478,-0.931388,0.982339,10000.000000,0.698324
divergence,2,composed,divergent,monotone→curvature→divergent,0.000563,30.698709,1.310612,0.016120,1.304388,0.430676,1.000000,0.997108,0.998603,-1.060804,1.420119,10000.000000,0.484986
divergence,2,standardized_sum,null,null (no test triggered),0.000314,21.999438,1.084589,0.010851,1.359286,0.264383,1.000000,0.997137,0.999137,-0.775128,1.201908,10000.000000,0.679463
divergence,3,individual_temperature,null,null (no test triggered),0.000138,11.672306,1.076695,-0.002261,0.995354,0.087882,1.000000,0.997358,0.998672,-0.632204,0.559223,10000.000000,0.881921
divergence,3,individual_fish_count,divergent,monotone→curvature→divergent,0.000516,29.085542,1.261866,0.037542,1.823082,0.394870,1.000000,0.995292,0.988983,-0.843113,1.517604,10000.000000,0.505868
divergence,3,individual_inter_event,null,null (no test triggered),0.000123,10.895157,1.029494,-0.088478,0.253459,0.095304,1.000000,0.995158,0.999116,-1.018874,0.448433,10000.000000,0.929689
divergence,3,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,5.327707,1.484713,0.023989,1.455755,0.024592,1.000000,0.998627,0.564448,0.000000,0.000000,10000.000000,1.000000
divergence,3,individual_dissolved_oxygen,null,null (no test triggered),0.000344,23.797270,1.069834,-0.003807,0.967577,0.263372,1.000000,0.997686,0.998596,-1.026323,0.937045,10000.000000,0.672533
divergence,3,composed,divergent,monotone→curvature→divergent,0.000596,31.414903,1.313250,0.016750,1.281108,0.430460,1.000000,0.995220,0.998680,-1.071754,1.418146,10000.000000,0.460743
divergence,3,standardized_sum,null,null (no test triggered),0.000325,22.209603,1.082722,0.013464,1.356090,0.260147,1.000000,0.996184,0.998818,-0.767980,1.228820,10000.000000,0.694173
divergence,4,individual_temperature,null,null (no test triggered),0.000180,14.248425,1.068951,0.001499,1.024116,0.093941,1.000000,0.998920,0.998708,-0.639215,0.629726,10000.000000,0.862732
divergence,4,individual_fish_count,divergent,monotone→curvature→divergent,0.000510,28.387738,1.303540,0.034757,1.822640,0.394223,1.000000,0.996166,0.989892,-0.843113,1.517604,10000.000000,0.505868
divergence,4,individual_inter_event,null,null (no test triggered),0.000127,11.599597,1.022916,-0.078003,0.290841,0.076431,1.000000,0.997563,0.998717,-0.898468,0.468779,10000.000000,0.949658
