category,perturbation,severity,signal,macro_f1,ci_lo,ci_hi,null_fpr,label_entropy,label_counts,detection_rate,paired_delta
filter,period_threshold,42,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,42,standardized_sum,0.4774,0.4743,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,44,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,44,standardized_sum,0.4774,0.4743,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,46,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,46,standardized_sum,0.4774,0.4743,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,48,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,48,standardized_sum,0.4774,0.4743,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,50,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,50,standardized_sum,0.4774,0.4737,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
mixed,trend_oscillation,0.2:0.8,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,trend_oscillation,0.4:0.6,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,trend_oscillation,0.5:0.5,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,trend_oscillation,0.6:0.4,composed,,,,,0.1414,"{""null"": 2, ""divergent"": 0, ""convergent"": 98, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,trend_oscillation,0.8:0.2,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 100, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,oscillation_aperiodic,0.2:0.8,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 100}",,
mixed,oscillation_aperiodic,0.4:0.6,composed,,,,,0.9710,"{""null"": 40, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 60, ""aperiodic"": 0}",,
mixed,oscillation_aperiodic,0.5:0.5,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 100, ""aperiodic"": 0}",,
mixed,oscillation_aperiodic,0.6:0.4,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 100, ""aperiodic"": 0}",,
mixed,oscillation_aperiodic,0.8:0.2,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 100, ""aperiodic"": 0}",,
mixed,convergence_oscillation,0.2:0.8,composed,,,,,0.1944,"{""null"": 3, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 97, ""aperiodic"": 0}",,
mixed,convergence_oscillation,0.4:0.6,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,convergence_oscillation,0.5:0.5,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,convergence_oscillation,0.6:0.4,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 100, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,convergence_oscillation,0.8:0.2,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 100, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,div_heavy_tail,0.2:0.8,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,div_heavy_tail,0.4:0.6,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,div_heavy_tail,0.5:0.5,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,div_heavy_tail,0.6:0.4,composed,,,,,0.0000,"{""null"": 100, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 0, ""aperiodic"": 0}",,
mixed,div_heavy_tail,0.8:0.19999999999999996,composed,,,,,0.0000,"{""null"": 0, ""divergent"": 0, ""convergent"": 100, ""oscillatory"": 0, ""aperiodic"": 0}",,
validity,anytime_exceedance,df=3,composed,,,,,,,"exceedance=0.0350,max_mean_Et=1232.4987",
validity,supermartingale,df=3,composed,,,,,,,"max_mean_Et=1232.4987,inflated=yes",
